text,rating,date,useful_votes,producto,text_clean,text_length,year_month
Todo perfecto buen celular.,4,2024-03-09,0,Motorola G32,todo perfecto buen celular,4,2024-03
"Muy buen equipo, sólo que no me deja hacer captura con 3 dedos como mí anterior motorola. Por lo demás todo ok.",4,2024-03-04,0,Motorola G32,muy buen equipo solo que no me deja hacer captura con 3 dedos como mi anterior motorola por lo demas todo ok,22,2024-03
Buen teléfono volvería a comprarlo.,4,2024-03-01,0,Motorola G32,buen telefono volveria a comprarlo,5,2024-03
Podría ser mejor.,4,2024-02-29,0,Motorola G32,podria ser mejor,3,2024-02
Fue un regalo para mi hermana ella está conforme con el asiq bien.,4,2024-02-26,0,Motorola G32,fue un regalo para mi hermana ella esta conforme con el asiq bien,13,2024-02
Lo recomiendo.,4,2024-02-26,0,Motorola G32,lo recomiendo,2,2024-02
Cumple.,4,2024-02-17,0,Motorola G32,cumple,1,2024-02
"Para el precio es muy buen equipo, el tema don las actualizaciones, cada vez que lo encendes entra a cualquier app, la batería dura un día y un poco y eso que lo utilizó poco. Es un equipo recomendable para un uso medido.",4,2024-02-10,0,Motorola G32,para el precio es muy buen equipo el tema don las actualizaciones cada vez que lo encendes entra a cualquier app la bateria dura un dia y un poco y eso que lo utilizo poco es un equipo recomendable para un uso medido,43,2024-02
"Todo de diez menos el audio al grabar videos satura bastante , lo demas excelente.",4,2024-02-06,0,Motorola G32,todo de diez menos el audio al grabar videos satura bastante  lo demas excelente,14,2024-02
Muy buen cel!.,4,2024-02-04,0,Motorola G32,muy buen cel,3,2024-02
"En general estoy muy conforme con el celular, no le pongo todo 5 porque pensé que la batería duraría más (o sea dura bastante, está bueno, pero creía que diaria más) y la cámara es genial solo que no deja de ser una cámara de celular. Reitero, son críticas constructivas para quien le sirva pero en general muy bien el teléfono.",4,2024-02-01,0,Motorola G32,en general estoy muy conforme con el celular no le pongo todo 5 porque pense que la bateria duraria mas o sea dura bastante esta bueno pero creia que diaria mas y la camara es genial solo que no deja de ser una camara de celular reitero son criticas constructivas para quien le sirva pero en general muy bien el telefono,61,2024-02
Recomendado precio calidad. Muy bueno la verdad. Es liviano. Viene con un cargador super potente.,4,2024-01-29,0,Motorola G32,recomendado precio calidad muy bueno la verdad es liviano viene con un cargador super potente,15,2024-01
Es muy bueno y recomendable por su precio.,4,2024-01-29,0,Motorola G32,es muy bueno y recomendable por su precio,8,2024-01
Lindo celular.,4,2024-01-23,0,Motorola G32,lindo celular,2,2024-01
Mal video.,4,2024-01-23,0,Motorola G32,mal video,2,2024-01
Todo de 10 excepto el audio. Parece un parlante berreta desconado.,4,2024-01-21,0,Motorola G32,todo de 10 excepto el audio parece un parlante berreta desconado,11,2024-01
La calidad de las camaras no es la descripta en cuanto a lo demás todo perfecto.,4,2024-01-20,0,Motorola G32,la calidad de las camaras no es la descripta en cuanto a lo demas todo perfecto,16,2024-01
El producto aunque hace poco que lo tengo es bueno pero no supera al motorola g8 power que tenía anteriormente.,4,2024-01-16,0,Motorola G32,el producto aunque hace poco que lo tengo es bueno pero no supera al motorola g8 power que tenia anteriormente,20,2024-01
"La verdad no está mal, no es lo mejor, pero me párese un teléfono que en lo que tiene que ver con hardware cumple con normalidad. Teléfono básico que no esta mal.",4,2024-01-12,0,Motorola G32,la verdad no esta mal no es lo mejor pero me parese un telefono que en lo que tiene que ver con hardware cumple con normalidad telefono basico que no esta mal,32,2024-01
"Llevo tres meses de uso, y no he tenido inconvenientes. Funciona muy bien!.",4,2024-01-11,0,Motorola G32,llevo tres meses de uso y no he tenido inconvenientes funciona muy bien,13,2024-01
Lo mas lindo es la cámara. La bateria dura bastante.,4,2024-01-09,0,Motorola G32,lo mas lindo es la camara la bateria dura bastante,10,2024-01
"Muy bien producto, recomendable para uso diario va bien.",4,2024-01-09,0,Motorola G32,muy bien producto recomendable para uso diario va bien,9,2024-01
Muy buen producto y muy buen precio.,4,2024-01-05,0,Motorola G32,muy buen producto y muy buen precio,7,2024-01
"No es muy fluido, buena cámara y buena capacidad. La batería no esta durando tanto como deberia. Tal vez deba revisarle las configuraciones, tengo que usarlo un poco mas. En lineas grales esta bien.",4,2024-01-04,0,Motorola G32,no es muy fluido buena camara y buena capacidad la bateria no esta durando tanto como deberia tal vez deba revisarle las configuraciones tengo que usarlo un poco mas en lineas grales esta bien,34,2024-01
Muy buen equipo. Cumple holgadamente las expectativas.,4,2024-01-03,0,Motorola G32,muy buen equipo cumple holgadamente las expectativas,7,2024-01
El producto es bueno pero no tiene el color mencionado y que se muestra en la imagen. En la realidad no es metálico sino de color pastel.,4,2023-12-30,0,Motorola G32,el producto es bueno pero no tiene el color mencionado y que se muestra en la imagen en la realidad no es metalico sino de color pastel,27,2023-12
"Funciona bien, pero la camera no es tan buena y se descarga muy rápido.",4,2023-12-28,0,Motorola G32,funciona bien pero la camera no es tan buena y se descarga muy rapido,14,2023-12
"Con un mes de uso, se mantiene la fluidez en el uso de las distintas aplicaciones. A destacar, el sonido es muy bueno. La calidad de las fotos, esperaba un poco mas, pero es comprensible por la gama del producto. En líneas generales, es un buen producto para recomendar, o regalar, como fue en mi caso.",4,2023-12-26,0,Motorola G32,con un mes de uso se mantiene la fluidez en el uso de las distintas aplicaciones a destacar el sonido es muy bueno la calidad de las fotos esperaba un poco mas pero es comprensible por la gama del producto en lineas generales es un buen producto para recomendar o regalar como fue en mi caso,56,2023-12
Muy lindo.,4,2023-12-25,0,Motorola G32,muy lindo,2,2023-12
Una buena relación calidad precio.,4,2023-12-24,0,Motorola G32,una buena relacion calidad precio,5,2023-12
"Me parece buen o , pero recien lo estoy probando y descubriendo sus cualidades.",4,2023-12-20,0,Motorola G32,me parece buen o  pero recien lo estoy probando y descubriendo sus cualidades,13,2023-12
"Lo compré para regalar, así que no puedo dar mayores datos. Me comentan que funciona bien, la batería dura lo esperado y tiene buena recepción.",4,2023-12-20,0,Motorola G32,lo compre para regalar asi que no puedo dar mayores datos me comentan que funciona bien la bateria dura lo esperado y tiene buena recepcion,25,2023-12
"Por el momento este celu es un golazo, super recomendable !.",4,2023-12-20,0,Motorola G32,por el momento este celu es un golazo super recomendable ,10,2023-12
"La verdad ,. Muy lindo celular.",4,2023-12-16,0,Motorola G32,la verdad  muy lindo celular,5,2023-12
Solo le falta nfc en esta versión.,4,2023-12-12,0,Motorola G32,solo le falta nfc en esta version,7,2023-12
"Me gustó el teléfono,,muy fluido,, recomendado.",4,2023-12-11,0,Motorola G32,me gusto el telefonomuy fluido recomendado,6,2023-12
Buena relación precio calida todo según lo esperado funciona muy bien es rápido y la batería dura un montón.,4,2023-12-09,0,Motorola G32,buena relacion precio calida todo segun lo esperado funciona muy bien es rapido y la bateria dura un monton,19,2023-12
Muy bueno el celular 😁.,4,2023-12-08,0,Motorola G32,muy bueno el celular ,4,2023-12
"Excekebte para algo gama media barata , es más de lo que uno puede pedir , mejor es pedir mucho ya que por. Unos pesos menos otros celulares no tenés nada , y más caros nones. Mucha la diferencia.",4,2023-12-07,0,Motorola G32,excekebte para algo gama media barata  es mas de lo que uno puede pedir  mejor es pedir mucho ya que por unos pesos menos otros celulares no tenes nada  y mas caros nones mucha la diferencia,36,2023-12
Esta bueno y funciona muy bien.,4,2023-12-07,0,Motorola G32,esta bueno y funciona muy bien,6,2023-12
Parece bueno.,4,2023-12-05,0,Motorola G32,parece bueno,2,2023-12
"Me tiro una falla en la bateria ,pero por ahora anda bien.",4,2023-12-03,0,Motorola G32,me tiro una falla en la bateria pero por ahora anda bien,12,2023-12
Buena calidad pero el fabricante en el manual no especifica que sea a prueba de agua.,4,2023-12-02,0,Motorola G32,buena calidad pero el fabricante en el manual no especifica que sea a prueba de agua,16,2023-12
"Cumple todo lo que necesito, siendo alguien que ha usado por muchísimo tiempo celulares con 2gb de ram y cámaras pésimas. Lo único que no gusta, es que, el sensor esté a un lado, en el botón de encender, es realmente molesto e incómodo cuando solo quiero prender para ver la hora, o cambiar de canción, por ejemplo. De ahí en más, un muy buen producto.",4,2023-12-01,0,Motorola G32,cumple todo lo que necesito siendo alguien que ha usado por muchisimo tiempo celulares con 2gb de ram y camaras pesimas lo unico que no gusta es que el sensor este a un lado en el boton de encender es realmente molesto e incomodo cuando solo quiero prender para ver la hora o cambiar de cancion por ejemplo de ahi en mas un muy buen producto,66,2023-12
"El celular cumple con las expectativas, es un buen producto. La relacion precio-calidad es muy buena, es un gran aparato de gama media.",4,2023-12-01,0,Motorola G32,el celular cumple con las expectativas es un buen producto la relacion preciocalidad es muy buena es un gran aparato de gama media,23,2023-12
Tiene una buena relación precio / calidad.,4,2023-12-01,0,Motorola G32,tiene una buena relacion precio  calidad,6,2023-12
Muy buena calidad y precio.,4,2023-11-29,0,Motorola G32,muy buena calidad y precio,5,2023-11
Conforme como lo esperaba !!!.,4,2023-11-28,0,Motorola G32,conforme como lo esperaba ,4,2023-11
Muy buena relación precio y prestaciones. Muy conforme con la compra.,4,2023-11-28,0,Motorola G32,muy buena relacion precio y prestaciones muy conforme con la compra,11,2023-11
Bárbaro 👍.,4,2023-11-27,0,Motorola G32,barbaro ,1,2023-11
Es bueno por su precio.,4,2023-11-27,0,Motorola G32,es bueno por su precio,5,2023-11
Muy bueno. Pero no trae auriculares.,4,2023-11-26,0,Motorola G32,muy bueno pero no trae auriculares,6,2023-11
Muy buen teléfono relación precio calidad. Tenía el g30 y es una versión mejorada del mismo con más memoria ram. Recomendable.,4,2023-11-25,0,Motorola G32,muy buen telefono relacion precio calidad tenia el g30 y es una version mejorada del mismo con mas memoria ram recomendable,21,2023-11
"Excelente relación precio, calidad.",4,2023-11-25,0,Motorola G32,excelente relacion precio calidad,4,2023-11
"En mí opinión me encanta, lo único la batería le dura muy poco, con un uso normal, a comparación de mí otro moto e 7 que le duraba 20 hs tranqui. Por el resto muy buen equipo.",4,2023-11-25,0,Motorola G32,en mi opinion me encanta lo unico la bateria le dura muy poco con un uso normal a comparacion de mi otro moto e 7 que le duraba 20 hs tranqui por el resto muy buen equipo,37,2023-11
Buen producto y opción de pago.,4,2023-11-24,0,Motorola G32,buen producto y opcion de pago,6,2023-11
El cel funciona bien la batería aguanta bien un día el desbloqueo de huella es bastante rápido una buena opción por el precio el cel es de 6 gb ram según las especificaciones del cel.,4,2023-11-22,0,Motorola G32,el cel funciona bien la bateria aguanta bien un dia el desbloqueo de huella es bastante rapido una buena opcion por el precio el cel es de 6 gb ram segun las especificaciones del cel,35,2023-11
Bbb.,4,2023-11-22,0,Motorola G32,bbb,1,2023-11
"Muy buen producto en cuanto a precio. Lo que no me gusta, es la ubicacion del lector de huellas dactilares.",4,2023-11-20,0,Motorola G32,muy buen producto en cuanto a precio lo que no me gusta es la ubicacion del lector de huellas dactilares,20,2023-11
"Esta muy bueno, sonido de 10, camara con imagenes nítida, no pongo un 5 estrellas porque cuesta un poquito el sensor de la izquierda en el teclado, hay que hacerlo fuerte para que lo tome, lo demás todo bien.",4,2023-11-20,0,Motorola G32,esta muy bueno sonido de 10 camara con imagenes nitida no pongo un 5 estrellas porque cuesta un poquito el sensor de la izquierda en el teclado hay que hacerlo fuerte para que lo tome lo demas todo bien,39,2023-11
Hasta ahora todo bien me gustó.,4,2023-11-19,0,Motorola G32,hasta ahora todo bien me gusto,6,2023-11
"Buena relación precio calidad, ya con un mes de uso, estoy contento con el telefono.",4,2023-11-18,0,Motorola G32,buena relacion precio calidad ya con un mes de uso estoy contento con el telefono,15,2023-11
Está bien.,4,2023-11-18,0,Motorola G32,esta bien,2,2023-11
Alta maquinita.,4,2023-11-16,0,Motorola G32,alta maquinita,2,2023-11
"Basico. Buen costo beneficio,.",4,2023-11-16,0,Motorola G32,basico buen costo beneficio,4,2023-11
Por lo menos anda como esperaba. Todo de diez.,4,2023-11-15,0,Motorola G32,por lo menos anda como esperaba todo de diez,9,2023-11
Precio calidad me parece un poco caro. Es completo y de buen diseño.,4,2023-11-15,0,Motorola G32,precio calidad me parece un poco caro es completo y de buen diseno,13,2023-11
"A mí me encantó. Se adapta a mis necesidades. El color rosa suave, divino. Las fotos no son tan buenas como otros celulares que e tenido. Carga súper rápido. Lo recomiendo si no sos muy exigente y querés darle un uso básico.",4,2023-11-15,0,Motorola G32,a mi me encanto se adapta a mis necesidades el color rosa suave divino las fotos no son tan buenas como otros celulares que e tenido carga super rapido lo recomiendo si no sos muy exigente y queres darle un uso basico,42,2023-11
"Buena relación precio calidad,cumple su función. Buena batería.",4,2023-11-14,0,Motorola G32,buena relacion precio calidadcumple su funcion buena bateria,8,2023-11
"Les comento yo venía de un moto g6, realmente una masa recién después de 6 años dejó de funcionar la batería. El celular está muy lindo parece funcional, quizás estaría bueno que sea un poco más rápido pero está muy bien, si uno es sencillo estás sobrado.",4,2023-11-14,0,Motorola G32,les comento yo venia de un moto g6 realmente una masa recien despues de 6 anos dejo de funcionar la bateria el celular esta muy lindo parece funcional quizas estaria bueno que sea un poco mas rapido pero esta muy bien si uno es sencillo estas sobrado,47,2023-11
Vino con 6 de ram aprovechen el bug. Camaras buena solo de día con mucha luz.,4,2023-11-13,0,Motorola G32,vino con 6 de ram aprovechen el bug camaras buena solo de dia con mucha luz,16,2023-11
"Es bueno el teléfono, no soy experto , pero funciona bien , es ágil. Sirve para todo.",4,2023-11-12,0,Motorola G32,es bueno el telefono no soy experto  pero funciona bien  es agil sirve para todo,15,2023-11
Según lo espero.,4,2023-11-10,0,Motorola G32,segun lo espero,3,2023-11
"Funciona muy bien, para ser un gama media.",4,2023-11-09,0,Motorola G32,funciona muy bien para ser un gama media,8,2023-11
Bastante bueno.,4,2023-11-09,0,Motorola G32,bastante bueno,2,2023-11
Todavía no lo probé bien.,4,2023-11-08,0,Motorola G32,todavia no lo probe bien,5,2023-11
"Es un celu básico, no se destaca, lo bueno que tiene por el momento buen almacenamiento, la bateria es como todo celu, para mí gusto, sin mucho uso se descarga bastante. Por el momento es eso, aún lo estoy conociendo. 👋🏻👋🏻✨.",4,2023-11-08,0,Motorola G32,es un celu basico no se destaca lo bueno que tiene por el momento buen almacenamiento la bateria es como todo celu para mi gusto sin mucho uso se descarga bastante por el momento es eso aun lo estoy conociendo ,40,2023-11
Era lo que esperaba. Motorola y samsung no le erras.,4,2023-11-08,0,Motorola G32,era lo que esperaba motorola y samsung no le erras,10,2023-11
Bien es lo que esperaba.,4,2023-11-07,0,Motorola G32,bien es lo que esperaba,5,2023-11
"Excelente producto ,lo recomiendo totalmente.",4,2023-11-07,0,Motorola G32,excelente producto lo recomiendo totalmente,5,2023-11
Bueno como todo motorola.,4,2023-11-06,0,Motorola G32,bueno como todo motorola,4,2023-11
"Yo justo no soy de lo más exigente para usar el celular (poco uso en redes). Si tuviera más dinero, obviamente me compraría lo último. Me parece que es muy buen celular para lo que sale. Funciona muy bien para todas las aplicaciones que tengo. No uso demasiado la cámara. No puedo opinar ahí.",4,2023-11-03,0,Motorola G32,yo justo no soy de lo mas exigente para usar el celular poco uso en redes si tuviera mas dinero obviamente me compraria lo ultimo me parece que es muy buen celular para lo que sale funciona muy bien para todas las aplicaciones que tengo no uso demasiado la camara no puedo opinar ahi,54,2023-11
"Me pareció muy bueno el producto, fue cambiado por un técnico, y el celular quedo perfecto. Lo recomiendo.",4,2023-11-03,0,Motorola G32,me parecio muy bueno el producto fue cambiado por un tecnico y el celular quedo perfecto lo recomiendo,18,2023-11
Hasta ahora todo muy bien!.,4,2023-11-02,0,Motorola G32,hasta ahora todo muy bien,5,2023-11
"Es para mi marido y esta contentísimo con la calidad de la imagen, con la velocidad ram y con su tamaño algo mayor que un teléfono comun.",4,2023-11-02,0,Motorola G32,es para mi marido y esta contentisimo con la calidad de la imagen con la velocidad ram y con su tamano algo mayor que un telefono comun,27,2023-11
"Bastante bueno el motorola,lo recomiendo.",4,2023-10-31,0,Motorola G32,bastante bueno el motorolalo recomiendo,5,2023-10
Buen relación precio calidad.,4,2023-10-31,0,Motorola G32,buen relacion precio calidad,4,2023-10
"Excelente teléfono, lo recomendaría sin dudarlo, óptima definición de la cámara, muy buena capacidad de memoria y una alta velocidad de ejecución de funciones.",4,2023-10-30,0,Motorola G32,excelente telefono lo recomendaria sin dudarlo optima definicion de la camara muy buena capacidad de memoria y una alta velocidad de ejecucion de funciones,24,2023-10
Muy buen producto en precio y calidad!.,4,2023-10-30,0,Motorola G32,muy buen producto en precio y calidad,7,2023-10
Todo muy bien.,4,2023-10-29,0,Motorola G32,todo muy bien,3,2023-10
Aceptable.,4,2023-10-29,0,Motorola G32,aceptable,1,2023-10
Esta bueno el celular noto que la batería no dura mucho lo demás todavía lo estoy descubriendo.,4,2023-10-28,0,Motorola G32,esta bueno el celular noto que la bateria no dura mucho lo demas todavia lo estoy descubriendo,17,2023-10
Buen celular muy satisfecho con sus funciones.,4,2023-10-26,0,Motorola G32,buen celular muy satisfecho con sus funciones,7,2023-10
Relación precio calidad justa.,4,2023-10-23,0,Motorola G32,relacion precio calidad justa,4,2023-10
"Estilizado para dama, es liviano, cumple el objetivo.",4,2023-10-20,0,Motorola G32,estilizado para dama es liviano cumple el objetivo,8,2023-10
"Es el mejor teléfono que he tenido, rápido, ágil, buen aspecto. Lo único malo es que el bluetooth no es bueno.",4,2023-10-18,0,Motorola G32,es el mejor telefono que he tenido rapido agil buen aspecto lo unico malo es que el bluetooth no es bueno,21,2023-10
Está buenardo.,4,2023-10-17,0,Motorola G32,esta buenardo,2,2023-10
"Ideal relacion precio calidad ,por lo menos a mi me funciona perfecto ,muy conforme con la compra.",4,2023-10-15,0,Motorola G32,ideal relacion precio calidad por lo menos a mi me funciona perfecto muy conforme con la compra,17,2023-10
Hasta el momento todo ok! muy lindo y está en buenas condiciones.,4,2023-10-12,0,Motorola G32,hasta el momento todo ok muy lindo y esta en buenas condiciones,12,2023-10
Sin palabras muy buen celu.,4,2023-10-12,0,Motorola G32,sin palabras muy buen celu,5,2023-10
Muy bueno. Precio calidad excelente.,4,2023-10-12,0,Motorola G32,muy bueno precio calidad excelente,5,2023-10
Muy buena compra es lo que esperaba.,4,2023-10-11,0,Motorola G32,muy buena compra es lo que esperaba,7,2023-10
"Me encantó, es bastante rápido, la cámara de muy buena. Muy buen celular y re barato.",4,2023-10-09,0,Motorola G32,me encanto es bastante rapido la camara de muy buena muy buen celular y re barato,16,2023-10
"El celular por el precio (120k) está bárbaro. Compré el de 6 gb de ram, no trae nfc. Los que responden son unos cara de verg* porque no responden claramente esto último. Por lo demás todo bien.",3,2023-08-27,269,Motorola G32,el celular por el precio 120k esta barbaro compre el de 6 gb de ram no trae nfc los que responden son unos cara de verg porque no responden claramente esto ultimo por lo demas todo bien,37,2023-08
"Muy mala la camara cuando falta algo de iluminacion, berreta. Por otro lado, podria filmar 4k o 2k al menos. Si lp buscas por la camara, pasa a otro. Buen audio, punto a favor!.",3,2023-06-19,4,Motorola G32,muy mala la camara cuando falta algo de iluminacion berreta por otro lado podria filmar 4k o 2k al menos si lp buscas por la camara pasa a otro buen audio punto a favor,34,2023-06
Bueno con el transcurso del uso me daré cuenta y hice una buena compra o no por el momento es buen aparato.,3,2023-06-22,3,Motorola G32,bueno con el transcurso del uso me dare cuenta y hice una buena compra o no por el momento es buen aparato,22,2023-06
"El lector de huellas es horrible con funda proctetora, es mejor en la pantalla,o por detrás.",3,2023-06-12,2,Motorola G32,el lector de huellas es horrible con funda proctetora es mejor en la pantallao por detras,16,2023-06
"Es un teléfono básico. Para personas como yo, que no necesitan una super camara. Está muy bien para el precio.",3,2023-10-26,2,Motorola G32,es un telefono basico para personas como yo que no necesitan una super camara esta muy bien para el precio,20,2023-10
"Una decepcion, telefono super lento y la camara como trabada, el modelo es asi lamentablemente, es mejor juntar unos mangos mas y comprar el edge, una diferencia de calidad impresionante.",3,2023-10-11,1,Motorola G32,una decepcion telefono super lento y la camara como trabada el modelo es asi lamentablemente es mejor juntar unos mangos mas y comprar el edge una diferencia de calidad impresionante,30,2023-10
Safa.,3,2024-12-31,0,Motorola G32,safa,1,2024-12
El celular lo tengo hace 2 dias la camara es buena pero ellos te dicen que tiene nfc lo compre pensando que tenia y es mentira.,3,2024-12-16,0,Motorola G32,el celular lo tengo hace 2 dias la camara es buena pero ellos te dicen que tiene nfc lo compre pensando que tenia y es mentira,26,2024-12
"Es muy pronto,para evaluarlo en su totalidad, la fotos no son tan buena, como mi viejo samsung.",3,2024-12-11,0,Motorola G32,es muy prontopara evaluarlo en su totalidad la fotos no son tan buena como mi viejo samsung,17,2024-12
"Bueno pero pensé que era más rápido, tarda mucho en cargar las fotos para enviarlas.",3,2024-12-10,0,Motorola G32,bueno pero pense que era mas rapido tarda mucho en cargar las fotos para enviarlas,15,2024-12
Todavía a prueba tuve uno y me duró 8 años espero que este sea igual.,3,2024-11-28,0,Motorola G32,todavia a prueba tuve uno y me duro 8 anos espero que este sea igual,15,2024-11
"Teniendo 2 días de uso, la batería se descarga en un día. No dura.",3,2024-11-03,0,Motorola G32,teniendo 2 dias de uso la bateria se descarga en un dia no dura,14,2024-11
"Me compré el mismo que tenía y me robaron. Pero este no vino tan bien como el otro: tuve que actualizar le el software enseguida porque no tenia la opción de huella dactilar, ahora anda medio lento porque el sistema operativo es viejo básicamente pero a mi me gusta y eso es lonque importa. Si quisiera una ferrari testarossa tendría que pagarla como lo que es y no se justifica.",3,2024-10-06,0,Motorola G32,me compre el mismo que tenia y me robaron pero este no vino tan bien como el otro tuve que actualizar le el software enseguida porque no tenia la opcion de huella dactilar ahora anda medio lento porque el sistema operativo es viejo basicamente pero a mi me gusta y eso es lonque importa si quisiera una ferrari testarossa tendria que pagarla como lo que es y no se justifica,70,2024-10
Es muy pobre para redes wifi no tiene intencidad de señal.,3,2024-09-25,0,Motorola G32,es muy pobre para redes wifi no tiene intencidad de senal,11,2024-09
"Funciona y cumple con su función sin penas ni gloria. La relación precio-calidad está justa: es un teléfono de gama baja a un precio razonable. Vengo de moto g60s y si bien aprecio que se mantuvo la interfaz y la personalización propia de motorola, el rendimiento claramente no es el mismo. La cámara también cumple con lo mínimo esperable. La app propia del celular tiene un modo pro amplio, pero al usar otra app (uso opencamera) las opciones de control manual real son muy límitadas. A pesar de tener 4gb de ram he notado que con varias apps abiertas se cuelga un poco y demora en tener respuesta, lo cuál no está para nada bueno. En fin, cumple con su función de mantenerte conectado y dejarte sacar una foto, pero no pidan maravillas por este precio.",3,2024-08-23,0,Motorola G32,funciona y cumple con su funcion sin penas ni gloria la relacion preciocalidad esta justa es un telefono de gama baja a un precio razonable vengo de moto g60s y si bien aprecio que se mantuvo la interfaz y la personalizacion propia de motorola el rendimiento claramente no es el mismo la camara tambien cumple con lo minimo esperable la app propia del celular tiene un modo pro amplio pero al usar otra app uso opencamera las opciones de control manual real son muy limitadas a pesar de tener 4gb de ram he notado que con varias apps abiertas se cuelga un poco y demora en tener respuesta lo cual no esta para nada bueno en fin cumple con su funcion de mantenerte conectado y dejarte sacar una foto pero no pidan maravillas por este precio,136,2024-08
"No tiene huella digital, tampoco cuenta con nfc para acreditar la sube.",3,2024-08-21,0,Motorola G32,no tiene huella digital tampoco cuenta con nfc para acreditar la sube,12,2024-08
Regular no tiene nfc.,3,2024-07-29,0,Motorola G32,regular no tiene nfc,4,2024-07
"Es lindo, muy resistente pero pensé que la memoria le iba a durar más. Se llena muy rápido y se tilda cuando bajas aplicaciones de más.",3,2024-06-16,0,Motorola G32,es lindo muy resistente pero pense que la memoria le iba a durar mas se llena muy rapido y se tilda cuando bajas aplicaciones de mas,26,2024-06
"Lindo equipo, muy completo, salvo que no tiene nfc.",3,2024-06-03,0,Motorola G32,lindo equipo muy completo salvo que no tiene nfc,9,2024-06
"El celu esta muy bueno, pero no se si me vino fallada la bateria, tiene 5000mhz pero la bateria jamas me paso del dia.",3,2024-03-11,0,Motorola G32,el celu esta muy bueno pero no se si me vino fallada la bateria tiene 5000mhz pero la bateria jamas me paso del dia,24,2024-03
Tiene problemas en el puerto de carga.,3,2024-02-11,0,Motorola G32,tiene problemas en el puerto de carga,7,2024-02
Por ahora funciona. Mucho no se puede esperar.,3,2024-01-16,0,Motorola G32,por ahora funciona mucho no se puede esperar,8,2024-01
Me gustó el producto por el espacio y la velocidad de uso que tiene pero en mí caso se recalienta a los 10 minutos de usarlo. No es normal la temperatura que levanta despues de tan poco uso y fue desde el primer día que lo recibí que está así.,3,2024-01-05,0,Motorola G32,me gusto el producto por el espacio y la velocidad de uso que tiene pero en mi caso se recalienta a los 10 minutos de usarlo no es normal la temperatura que levanta despues de tan poco uso y fue desde el primer dia que lo recibi que esta asi,50,2024-01
No puedo opinar mucho pues lo compre para regalar. Pero me dijeron que estaba bueno!¡!.,3,2024-01-04,0,Motorola G32,no puedo opinar mucho pues lo compre para regalar pero me dijeron que estaba bueno,15,2024-01
"Tiene alguna demora al cargar videos y si uno se aleja de la fuente de wifi, se nota.",3,2024-01-03,0,Motorola G32,tiene alguna demora al cargar videos y si uno se aleja de la fuente de wifi se nota,18,2024-01
Compré éste porque no había más g20. Prefiero aquel. Éste tiene algunos problemas de software menores.,3,2024-01-02,0,Motorola G32,compre este porque no habia mas g20 prefiero aquel este tiene algunos problemas de software menores,16,2024-01
Hace 20 días que lo tengo y aun no me acostumbro a su funcionamiento. Algunas cosas complejas y otras sencillas. Logre actualizarlo a la versión 13 de android.,3,2023-12-29,0,Motorola G32,hace 20 dias que lo tengo y aun no me acostumbro a su funcionamiento algunas cosas complejas y otras sencillas logre actualizarlo a la version 13 de android,28,2023-12
Lo voy a probar y te digo.,3,2023-12-26,0,Motorola G32,lo voy a probar y te digo,7,2023-12
"Me siento preso de google, no puedo administrar en forma total mi equipo sin intervención del gigante. Google lo puede todo, apesta.",3,2023-12-21,0,Motorola G32,me siento preso de google no puedo administrar en forma total mi equipo sin intervencion del gigante google lo puede todo apesta,22,2023-12
"Es de buena calidad el teléfono, lo compré porque me robaron el mio y re sirve para safar, pero la cámara no es tan buena. En octubre valía 120 y me parece que cumplía la relacion precio-calidad, pero ahora que vale el doble creo que preferiría invertir ese dinero en uno de mejor calidad.",3,2023-12-19,0,Motorola G32,es de buena calidad el telefono lo compre porque me robaron el mio y re sirve para safar pero la camara no es tan buena en octubre valia 120 y me parece que cumplia la relacion preciocalidad pero ahora que vale el doble creo que preferiria invertir ese dinero en uno de mejor calidad,54,2023-12
Conforme.,3,2023-12-19,0,Motorola G32,conforme,1,2023-12
"Tuve un problema con un parlante, el audio cuando lo escuchas al oido se escucha como con interferencia. Crei que la bateria duraba mas pero está re bien, carga en dos pedos. La camara está genial y la velocidad del dispositivo esta bastante bien, pero si tenes la chance de elegir esto o un moto g72 anda por el 72.",3,2023-12-16,0,Motorola G32,tuve un problema con un parlante el audio cuando lo escuchas al oido se escucha como con interferencia crei que la bateria duraba mas pero esta re bien carga en dos pedos la camara esta genial y la velocidad del dispositivo esta bastante bien pero si tenes la chance de elegir esto o un moto g72 anda por el 72,60,2023-12
Acorde al precio buena cálidaf.,3,2023-12-05,0,Motorola G32,acorde al precio buena calidaf,5,2023-12
"Es un buen producto ,pero no resultó lo que esperaba, quizás porque tenía mejor expectativa sobre el mismo.",3,2023-12-05,0,Motorola G32,es un buen producto pero no resulto lo que esperaba quizas porque tenia mejor expectativa sobre el mismo,18,2023-12
"Buena relación precio calidad, nada más.",3,2023-12-02,0,Motorola G32,buena relacion precio calidad nada mas,6,2023-12
Correcto. Salvo que la batería no es tan durable.,3,2023-11-30,0,Motorola G32,correcto salvo que la bateria no es tan durable,9,2023-11
